restaurant_id,name,cuisine,location,price_range,rating,num_reviews,delivery_time,is_open,description,comfort_level,energy_level,social_intimacy,adventure_factor,stress_relief,romance_factor
173,"Phillips, Spence and Barrett Restaurant",Italian,"584 Mary Wells Apt. 417
Lake Jonathan, AS 73774",$$$$,3.1,154,22,True,"Popular onto may model her unit. That lot low here.
Different deal change part rock build. Ground least tree trade style.",0.18741194409758222,0.858177053157164,0.8190635138616561,0.5407937549855444,0.7102427986233115,0.3143501131837484
174,Smith-Grimes Restaurant,Indian,"513 Walker Well
Robertmouth, MN 34653",$$$$,3.3,234,48,False,"American participant necessary before. Safe true town car few. Dinner one ok less Mr.
So authority long kind live between.",0.47116789893281463,0.8216368977104717,0.4592651971732139,0.3577982653254418,0.4942124472502999,0.8282492524372184
175,"Beltran, Lozano and Mcgee Restaurant",American,"70999 Thomas Fields Apt. 684
Brownberg, DC 26754",$,3.3,512,49,True,Born series consider according throw meeting. Clear assume it fight understand kitchen point. State cover board discussion film figure short. Bill feel participant number choice choose short.,0.33520804737087273,0.1737615931357438,0.7120140203307808,0.8259782127080818,0.10063747852353333,0.23987411275594472
176,Parsons-Hall Restaurant,Korean,"52175 Lawrence Centers Apt. 743
New Kathy, NM 12040",$,4.4,971,46,True,Stop firm final none several accept. Area impact position cause lead ever. Decade respond far health focus.,0.1419719897609939,0.3479414115821666,0.45035097890541265,0.7488263369633065,0.6511475848816741,0.6209285674784312
177,Robinson-Lee Restaurant,Korean,"666 Reyes Camp Apt. 505
North Erica, SC 96655",$$,4.7,983,38,True,Heart big policy everybody hard type book care. Foot simple including charge. Operation off no just. Of several end most fact against.,0.3523749466096544,0.8414475530847599,0.47128716739816456,0.9791049380151545,0.6341421382957368,0.12626474156450274
178,Byrd-Le Restaurant,American,"2168 Jackson View Apt. 447
Ryanberg, MA 64749",$$$$,4.5,830,28,False,"Budget improve how main.
Art writer health not yet where their.
Man offer plant same north wind sister. Citizen message surface off life practice course. Short issue everybody later.",0.676177562075434,0.325104015431699,0.6863271966860974,0.06964114816240574,0.1748814371759594,0.8557372589057863
179,"Becker, Taylor and Davis Restaurant",Thai,"60332 Jessica Radial
North Michael, SD 05398",$,3.1,625,46,False,Character talk once should mother president. Show off great they test. Country challenge final beyond.,0.2271795570235149,0.83704112524294,0.27927608845441043,0.6428819100587077,0.694150573509831,0.5126547531450529
180,"Lucas, Parker and Alexander Restaurant",Indian,"909 Ebony Shoal Apt. 016
Jamesside, KS 62681",$$$,4.7,113,57,True,"Any just cup side opportunity by. Medical official might clear.
Wait scientist group yet. Course world son growth effort born.",0.3053106766967313,0.21264437637109612,0.03318935456242622,0.3039464012407238,0.653162790531283,0.9383048184484827
181,"Diaz, Anderson and Browning Restaurant",Italian,"046 Elaine Groves
South Maria, CT 67555",$$$,3.7,956,30,True,"Role today animal suggest concern.
Million cell like although.
Term produce he increase church. Company million character speak. Half understand skill air. Fill personal training enter fly.",0.871204482263052,0.7660647765353026,0.7884473432532987,0.6649849034759953,0.260286857566003,0.9071950307058299
182,Burgess-Thompson Restaurant,American,"1173 Kimberly Village
West Jade, LA 21521",$,3.8,48,18,True,College beyond give development information at why. Work task Mr care owner PM find. Tonight either follow music whatever protect benefit. See system cultural despite candidate walk difficult.,0.670732311905834,0.56044063098044,0.11098946921348107,0.4470555438064254,0.4603582712019263,0.86456360952267
183,Buchanan LLC Restaurant,Thai,"75300 Rebecca Village Suite 218
Lake Jenniferview, SD 30799",$,3.2,956,51,False,Officer third service capital instead product often. Security son place. Woman add play structure down.,0.5466482201877885,0.38040054897040965,0.9768003285106593,0.11072059332631567,0.4225484283119446,0.04202467517140529
184,"Shaw, Nelson and Martin Restaurant",Korean,"7012 Melissa Lake Suite 611
North Melissaburgh, MA 47362",$$$$,4.5,207,35,True,"Shake enjoy site interview agent myself. Dinner leader book nearly.
Their film job worker. Whom will consumer star.",0.7399041207669304,0.9180765521991506,0.28003732955048943,0.8583416767991209,0.29221823046189777,0.9107701616439152
185,Coffey-Phillips Restaurant,Korean,"PSC 9415, Box 5216
APO AA 60340",$$$$,3.4,655,28,False,"Walk participant teach everything where we fast. Will throw life carry visit a edge.
Decade safe order at sense. Century state share southern. Hospital city industry option eat.",0.7539619035967839,0.8049067768414386,0.0180065556004545,0.962810357074026,0.7266709920703233,0.3047510953861333
186,Brock-Mcdonald Restaurant,Japanese,"762 David Stream Apt. 216
Phammouth, HI 80628",$$,4.1,588,45,True,"Sea lawyer audience without treat game evening. High through both.
One then reality some serve different. Become rule where ten. Thank professor student white instead.",0.8293946648588469,0.28152119841492995,0.872753839566128,0.11258039041193701,0.7036859774607958,0.5406984766449103
187,Taylor and Sons Restaurant,American,"027 Rodriguez Loop Suite 014
Alexanderhaven, WI 97969",$$$$,4.7,400,32,True,Opportunity program billion sit remain. Parent not parent that property among blue. Offer brother shake guess.,0.09653447019544081,0.24189382825883898,0.01240403627731479,0.46876796546450583,0.3012652607600004,0.5983574842977588
188,"Ramsey, Whitney and Coffey Restaurant",Indian,"588 Ryan Stream
South Michael, TX 84571",$$$,3.2,188,21,True,Wind eat land answer leader yard. Shoulder civil next tell possible. Send sit common matter become goal.,0.2972378077086172,0.2999191115069847,0.7431931987316034,0.04814283597835345,0.9028949951919872,0.8522638743911815
189,"Diaz, Gibbs and Smith Restaurant",Chinese,"28772 Karen Islands
West Tara, AR 66945",$$$,4.1,977,24,True,Fast nice concern peace away behavior Republican. System certainly future government card history. Party wife food different step.,0.6678046832264065,0.5932215701073843,0.8923024981396522,0.18533017952871444,0.07896916219082861,0.2395101699095381
190,"Martinez, Richardson and Curry Restaurant",Indian,"3177 Miller Parks Suite 517
North Richardton, OH 72472",$,3.5,563,21,True,News your court control million hundred. Thousand without section religious word sound enjoy. Hair understand doctor music baby really.,0.7945782787001903,0.03467026672648332,0.5828068350834896,0.9954375161913099,0.8556960938375394,0.5214456890435895
191,Richards-Carson Restaurant,Korean,"948 Diamond Motorway
Michaelton, GU 29719",$$$$,3.7,457,47,True,Well commercial nice next. Time live relationship as. Assume rest now water road require.,0.06364090928664234,0.8313735143857098,0.5989785081772105,0.11493299705956683,0.0938572848233562,0.9096268194365924
192,Rodriguez-Hall Restaurant,Korean,"997 Baldwin Crescent Apt. 305
Mariaport, OH 68918",$$,3.9,509,37,True,"As including claim create woman similar writer structure. Power manager build.
Watch off we hold. High listen suggest consumer find concern.",0.6692002629380784,0.8292867993167555,0.8789789002822673,0.5717723520483222,0.5174463517550413,0.4304274103209902
193,Harvey PLC Restaurant,Mexican,"27261 Carr Field
Port Philipmouth, GU 25480",$$$,3.7,24,35,True,"Son nothing hear. Western country per consider.
Best raise choice hear computer key. Medical sport knowledge performance.
Southern find fact give. Operation cold between cover. Young turn visit up.",0.3169465877911193,0.43459596085871177,0.7738796557301564,0.6019234310151316,0.8925232899548461,0.4433800143791877
194,Herman-Walker Restaurant,Korean,"0917 Barrett Parkways
South Adam, WA 06867",$$$,4.3,632,33,True,"Executive career shake fall phone. Itself bank agency bit night participant. Marriage skill expert range area.
Water film onto too myself.",0.607089578718754,0.6313075530919887,0.5916971623063255,0.7026337730855163,0.23743346837480628,0.5123637775457907
195,Reid Group Restaurant,Italian,"782 Jessica Crossroad Apt. 699
Williamfurt, MT 80323",$$,4.0,678,33,True,"Authority data deal policy administration two. Too break fact toward process.
Would step head study. Choose out perform. Think institution now tell phone.",0.10422480280834767,0.38451132764481255,0.4876670686212644,0.6522242595454725,0.9505310525862035,0.6006510665483559
196,"Turner, Ortiz and Taylor Restaurant",French,"PSC 3465, Box 4722
APO AA 79475",$$,4.2,298,50,False,"Production development point boy. At Mr cold science western resource reason. Movie expect now board budget.
Never marriage camera yet. Long born also hold base really attack.",0.7435939161765598,0.5062660594952028,0.6341040313763313,0.07093221613377343,0.254391580841847,0.3618530932051387
197,Torres Group Restaurant,American,"858 James Road Suite 522
Jenniferstad, OH 63464",$$$,4.5,487,43,False,"Price keep the attorney early more. Claim natural fish born assume million admit.
Have century billion do high none. Shoulder build different pick nor available.",0.47249335500651357,0.045648745502383736,0.14002409755331768,0.2768143077913058,0.9715326909010507,0.33134700710305076
198,Davis PLC Restaurant,Indian,"846 Alexandra Burg Suite 200
West Karen, GA 38068",$$$,4.1,240,32,False,"Science it feel amount improve they. Would by phone decade image.
Safe know home hair for human rich. Early Republican nothing way role. Guy leg television society hear fill hotel like.",0.48204105811208253,0.19609771273839294,0.6107800710757683,0.2806832155159743,0.20699257843842678,0.5165726284459791
199,Price LLC Restaurant,French,"43805 Garcia Ways
Lake Deborah, MS 31643",$$,4.2,932,16,False,Shoulder political offer song character first early. Several main particular shake.,0.005505799160420821,0.0076640326492253275,0.21906880910185778,0.03672136250082114,0.10802575413069138,0.3388606493387516
200,"Avery, Horton and Fernandez Restaurant",Thai,"066 Frye Spur Suite 800
Jamesmouth, MP 30064",$$$,4.1,429,15,True,"Indeed mother peace citizen. Pick record example summer economic box war.
Sense career herself here. Short only write gun. Once consider thus wife water note.",0.8025856795798129,0.5720486433693008,0.5126677259564164,0.29348882320812164,0.9317537194328164,0.39701504123719167
