restaurant_id,name,cuisine,location,city,price_range,rating,num_reviews,delivery_time,is_open,restaurant_type,description,phone,website,established_year,comfort_level,energy_level,social_intimacy,adventure_factor,stress_relief,romance_factor,avg_wait_time,capacity,parking_available,wheelchair_accessible,accepts_reservations,outdoor_seating,wifi_available,live_music,happy_hour
2395,Barnes-Shannon Cafe,Thai,"9907 Leslie Isle Suite 866, New York, VT 79598",New York,$$,3.1,1082,35,True,Wine Bar,"Building hand sister increase provide. News reveal political ago both. Answer century fly person two possible wide.
Son course price kid car. Social city including have poor your.
Blood thank imagine change very big imagine. Thought table you leave. Support doctor article newspaper.",647-967-9659x7514,http://jimenez.net/,1956,0.074,0.65,0.663,0.553,0.947,0.119,12,112,False,False,True,False,True,False,True
2396,White and Sons Restaurant,Mexican,"75913 Bean Road, Denver, WV 13576",Denver,$$$$,4.6,1593,66,False,Wine Bar,"Born great place or. Gun fight just worry east why too hand. Step protect admit remain eight stop material. Side treat science history east.
Instead scientist within poor class. Account tree civil develop itself great form.",+1-962-729-3807x56850,http://www.fischer-green.org/,1968,0.935,0.093,0.089,0.462,0.978,0.559,30,32,True,True,False,True,True,False,False
2397,"Mcintosh, Hughes and Williams Bistro",French,"157 Roberts Station, Seattle, MI 65675",Seattle,$$$$,2.8,1326,25,True,Vegetarian,"Speech visit hundred house information peace throw. Become increase than sport.
Trial no international. State determine example house actually image.
Property move interesting daughter interview relationship. That call hair ground theory quality where. Heart think international what consumer.",+1-572-443-0212,https://hernandez.com/,1989,0.407,0.533,0.069,0.429,0.396,0.883,8,23,True,True,True,False,True,False,False
2398,Evans-Greene Grill,Russian,"24615 Schmitt Fort Suite 352, Baltimore, NJ 60976",Baltimore,$,3.3,1808,64,True,Food Truck,"Late yet mind yes meet summer impact. Would far six director.
Throughout second reduce energy. Republican accept become catch but.
Night morning cause civil modern. Goal major management surface bed between line. Listen truth force term film recognize wait their.",(830)793-8749,http://www.patel.com/,1976,0.177,0.265,0.52,0.193,0.913,0.067,32,160,True,False,False,True,True,False,True
2399,Parker-Newman Cafe,American,"9024 Powell Vista Apt. 293, Portland, HI 35084",Portland,$$,3.9,221,68,True,Family Restaurant,"Institution wife us newspaper. Share nice citizen edge sort. Process energy yard bag mind.
Order employee kitchen heart. Its eye case how man. Professional skin series.
Attention focus direction well data unit remember. Less late theory include believe. Adult list east market should.",621-904-8973x749,http://whitaker-lewis.com/,1997,0.774,0.105,0.924,0.399,0.122,0.968,24,73,True,True,False,False,True,False,True
2400,"Lambert, Edwards and Roberts Bistro",French,"2287 Webb Mews Apt. 872, Albuquerque, AR 23820",Albuquerque,$$$$,3.2,1276,40,True,Vegan,Prepare address nation sometimes fish study. Less answer thousand here view. Any deep authority or draw part middle. Entire must life central business return entire.,802-668-9033x20080,https://www.horton.com/,2004,0.076,0.31,0.796,0.521,0.943,0.576,35,57,True,True,True,False,True,False,False
2401,Jones-Moreno Kitchen,Chinese,"62449 Marilyn Trail Suite 163, San Antonio, CO 85992",San Antonio,$$$,3.5,715,86,False,Farm-to-Table,"Federal job car rich wrong sit Congress year. Few talk south water city analysis need feel. Behavior team experience economy price idea.
Author peace direction air rise. Throughout some mission environment cultural west small spring.",794.649.1625x809,https://www.jones.com/,1955,0.419,0.656,0.063,0.159,0.834,0.964,23,122,False,True,True,True,True,False,True
2402,"Smith, Brooks and Wilson House",Japanese,"399 Roberto Tunnel, Dallas, NY 48297",Dallas,$,3.4,600,65,True,Family Restaurant,"Develop street situation pretty wonder movement pattern. Huge want possible life expect condition rise.
From lay raise my face require look. Mouth military firm. Relate order western security station.
Involve rather represent style social knowledge. Southern goal discover better use east.",001-329-691-2368x7409,https://robinson.biz/,2003,0.708,0.873,0.528,0.024,0.076,0.286,22,141,True,False,False,False,True,False,False
2403,Shaw-Benjamin Kitchen,Greek,"309 Carson Highway, New York, OK 77956",New York,$$$,4.7,449,85,False,Fine Dining,"Anything clearly treatment tree. Threat occur when support perform four piece. Skill lead simply owner ago sing.
Program physical notice western matter final star hour. Say sometimes star apply say theory call. Myself get represent health prepare rate. Leader understand rock field.",001-396-621-0053x2500,http://black.com/,2005,0.676,0.684,0.62,0.029,0.316,0.092,14,141,True,True,True,True,False,False,True
2404,"Reid, Pratt and Atkinson Cafe",British,"40765 Pierce Station, Jacksonville, TN 41268",Jacksonville,$,4.7,592,66,True,Sports Bar,"Maybe whatever enjoy opportunity ahead machine hour attack. Class decide start bank ability shake former. Course race wish father almost.
Sport seek player talk plan. Series media mind room. Police though garden.
Her me apply news. Tree property management national war animal.",+1-438-814-4573x129,http://conway-brown.info/,1966,0.719,0.93,0.343,0.875,0.893,0.141,11,164,True,True,False,False,True,False,True
2405,Griffin-Williams Cafe,Greek,"19547 Estrada Course Apt. 785, Chicago, NJ 87071",Chicago,$,3.9,225,52,True,Vegetarian,"Design something as claim. Red real control child attorney glass. Contain exist first yes.
Relate hope perform scientist.
Try owner a wonder. Whom order own party.
Blue door charge make. Kid American weight only can.
Involve trouble necessary never. No stay beat single. Hard individual data area.",810-345-4086x41649,http://bradford.com/,2012,0.08,0.911,0.939,0.969,0.206,0.784,35,58,True,True,False,False,True,False,False
2406,Davis-Leon Restaurant,Lebanese,"028 Martin Stravenue, Washington, IL 64260",Washington,$$$$,4.4,116,62,True,Sports Bar,"Child rest imagine one dream. Record computer seven movement performance reach discuss.
Safe statement respond rest early role sea. Free accept attorney practice place air.
A begin human question challenge trial new training. Gas between image close nation. System something reality cost pass then.",8866842429,https://daniels-olson.biz/,1960,0.519,0.213,0.818,0.294,0.167,0.317,14,179,False,True,True,False,True,False,False
2407,Davis Ltd House,Ethiopian,"260 Mario Tunnel, New York, VT 28354",New York,$$$,3.8,268,90,True,Farm-to-Table,"Behind join hair not view attention from. Eye cut make some provide appear place. Rock become size red above.
Cold determine understand. Choice she great fact.
History guess party environment. Across policy foreign unit.
Account everybody light financial two.",872.404.6906,http://robles.net/,1958,0.677,0.419,0.062,0.433,0.963,0.681,9,189,True,True,True,True,True,False,False
2408,"Miller, Hughes and Griffin Bistro",Lebanese,"438 William Prairie Suite 113, San Diego, ND 52072",San Diego,$$$,4.5,1150,15,False,Family Restaurant,"Safe box do business. Leave Mrs authority population director.
Against administration open huge world computer. Listen relate they choice wait blood.
Stage direction big condition up about far represent. Eight start feel cup. Quite player imagine white pull.",238.983.2327x0560,https://www.parker-holland.com/,1978,0.046,0.622,0.474,0.376,0.752,0.097,30,123,True,True,True,True,False,False,False
2409,Wade-Spence House,Lebanese,"2297 Olson Underpass Apt. 294, Fresno, MA 43577",Fresno,$$$,3.1,874,56,False,Buffet,"Artist student control thousand.
Walk future pattern now special street. Kind born heavy. Discussion enjoy institution power.
Significant produce floor film bring close expert white.
Body pull field beyond father order know. Part power somebody miss from area order.",+1-702-907-3583,http://www.gomez.org/,1960,0.432,0.952,0.194,0.367,0.878,0.492,29,82,False,True,False,True,True,True,False
2410,Jones Group House,German,"70868 Mack Views, Chicago, MH 86001",Chicago,$$,3.6,428,90,True,Steakhouse,"Decision piece rock last expect all. Left interesting lawyer spring.
Feeling draw difference morning eat face land. Appear serve way least my they. Doctor board per film phone minute data site.",001-466-440-0414x177,https://young.net/,1986,0.373,0.535,0.2,0.703,0.025,0.668,37,65,False,True,True,False,True,False,False
2411,"Dominguez, English and Gray Restaurant",French,"223 Andrea Forges Suite 931, Philadelphia, IA 94454",Philadelphia,$$$$,3.4,1661,66,True,Casual Dining,"Billion popular direction audience skin deal. While out in four enter ball. Past various window edge arrive city although form.
Good fall show exactly. Paper couple inside fight change daughter force. Course work particularly hand.",+1-666-699-2315x827,https://www.morris.com/,2020,0.236,0.088,0.169,0.655,0.946,0.409,23,35,True,True,False,True,True,False,False
2412,Haynes Group Cafe,American,"7311 Cooley Courts, Houston, WY 17140",Houston,$,3.7,1126,75,False,Farm-to-Table,"Resource likely woman body beat impact. Leader lawyer whom. Then play instead under type weight figure. Civil design person determine newspaper upon general.
Live area traditional fine result. Ago entire draw better western.
Product full effort act recent care dog hospital. Inside though design.",2355472046,http://nelson.com/,1951,0.064,0.9,0.39,0.663,0.125,0.372,23,157,True,True,True,False,False,True,False
2413,Gilbert Group Bistro,Mexican,"4511 William Branch Apt. 658, Portland, DC 35458",Portland,$$$,3.0,898,49,True,Fast Casual,"Physical real final memory too. Live game fight focus amount today program. International later country.
News today involve real provide. Record Republican how anything hour trial certain citizen. Number situation would system television finish.",777.820.0475,http://www.thornton.com/,1961,0.44,0.908,0.323,0.409,0.497,0.343,24,146,False,True,True,False,True,False,False
2414,Alexander PLC Bistro,American,"047 King Island, Fresno, HI 33071",Fresno,$,2.9,292,67,True,Seafood,"Along financial eye central certainly kind stuff house. Join fine him career affect treat. Opportunity expert summer day Democrat tough participant. Recognize middle have official either individual kitchen together.
Church question pick happen action. Interest mean arrive buy.",001-945-591-9773x306,https://www.sloan.net/,1977,0.851,0.796,0.794,0.589,0.572,0.95,33,43,False,True,True,False,True,False,False
2415,Arnold-Black Kitchen,Ethiopian,"70150 Mcdonald Road Apt. 230, Oklahoma City, IA 76214",Oklahoma City,$$$,2.8,1010,58,True,Family Restaurant,"Bag seek see region walk.
Enter manage image challenge officer involve. Eight less continue stand.
Thank picture nice wide evidence site condition. There deep seek produce crime however.
Number art nor serve protect part inside. Company daughter audience off.",312.481.6683,https://www.campbell-hughes.info/,1985,0.927,0.679,0.638,0.592,0.939,0.268,18,77,True,True,True,True,False,False,False
2416,"Sloan, Weaver and Gray Grill",American,"460 Williams Points, Jacksonville, MH 93846",Jacksonville,$,3.1,1419,77,True,Steakhouse,"Gas top increase. Foot write surface.
Home rich strong commercial example. These watch piece painting. Research society operation black chair measure.
Message cold ever again. Area development we bed another you.
Citizen social spend early service look. Born house those decision it scientist.",738-393-2290x00802,https://hogan.com/,2004,0.369,0.868,0.355,0.175,0.967,0.089,33,68,True,True,True,False,True,True,False
2417,Wheeler-Steele Cafe,Peruvian,"6962 Marquez Passage Suite 297, Houston, FL 11766",Houston,$$$$,4.1,1104,23,True,Fine Dining,"Evidence build evening to personal. Environmental draw herself early always.
If involve card public. Dinner including evening. Yeah body first perform of similar out. Forget by card first.
Despite politics make nation ever could. Movie analysis concern hit.",7273051481,http://harris-jones.com/,2000,0.101,0.564,0.757,0.032,0.61,0.911,7,187,False,True,True,False,True,False,False
2418,Pratt-Garcia Bistro,Persian,"48273 King Fields, Detroit, TX 49448",Detroit,$$,3.5,861,24,True,Food Truck,"Base north let conference build water. Fly involve but billion.
Stage focus heart animal machine. Source base describe. Beautiful baby recently sell company arm painting.
Manage play young shake fill next price. Carry I so people important left white. Set expect message say since beat leader fact.",536-799-1573,https://dean.info/,1950,0.293,0.268,0.837,0.5,0.175,0.405,13,171,True,True,True,True,True,False,True
2419,Waters-Fritz Grill,Peruvian,"3552 Myers Ville Apt. 236, Austin, AL 39326",Austin,$,3.6,771,43,True,Steakhouse,"As make billion far short even. Cost everyone still late all chance structure.
Take hot real during. Who body relate white.
Garden out yeah him card. Benefit body meet big everybody. Personal two send fly would.
Realize commercial cut us minute. Together improve account.",638.570.4800,https://andrews.com/,1998,0.869,0.965,0.935,0.675,0.438,0.083,43,34,True,True,True,True,True,False,False
2420,Rodriguez-Thomas Kitchen,Ethiopian,"6394 Drake Mall Suite 792, Baltimore, PR 49450",Baltimore,$$$$,4.4,1606,27,False,Seafood,"Good just although science tend including. Trip never strong left any. Social ahead organization.
Style thing good prevent. Follow each serve teacher. Build year since attorney decade instead sure receive.
Then citizen give their he. Miss go possible part himself why interview phone.",562-719-3190,https://hernandez.net/,1986,0.634,0.018,0.996,0.276,0.08,0.715,27,36,True,True,True,True,True,True,False
2421,"Murphy, Love and Adams Restaurant",Turkish,"147 Douglas Roads, Louisville, TX 61431",Louisville,$,3.9,1254,54,True,Fast Casual,"Product although heavy. Matter Mr now president miss.
Responsibility blue trip sea. Today spring boy war result career. Allow act meeting.
New idea national exist attack table nearly. Again in southern compare discussion discussion guy. Thought level any question simple worry force.",+1-281-839-7934x207,http://www.wilson.com/,1966,0.805,0.792,0.657,0.285,0.647,0.291,38,80,False,True,False,False,True,False,False
2422,Pearson Ltd Cafe,Persian,"1693 Griffin Ridges, Albuquerque, DC 59742",Albuquerque,$,4.2,1775,69,True,Vegan,"Mrs apply just. Concern conference beyond. Player rock main must will.
Idea quickly point stuff treatment summer.
Beautiful night second. Science believe own old.
Build moment prove author group degree. Eight two enter.",001-602-473-0559,http://www.burns-rice.org/,1984,0.295,0.284,0.611,0.105,0.526,0.293,45,88,True,True,True,True,True,False,True
2423,"Robbins, West and Keller Kitchen",German,"757 Walton Cape, Austin, PR 75452",Austin,$$$,4.2,91,51,True,Vegetarian,"Affect along miss machine speech. Media these purpose production avoid down. Shake thousand catch property officer. Point subject believe third.
Lawyer look building without day alone. Water wall sort consumer give or nice. Keep than through first.",498-496-6560x046,http://peters.net/,2013,0.011,0.071,0.741,0.994,0.263,0.225,17,22,True,True,False,False,False,False,False
2424,Perez Ltd Kitchen,Peruvian,"76295 Williams Trail Apt. 308, Dallas, AK 19932",Dallas,$$$$,2.8,746,47,True,Wine Bar,"Possible order second foreign. Animal oil sort mention save forward.
Clear democratic teach. A hear place exist.
Itself your well. Republican outside home live all bring ten growth.",575.664.4436x810,https://salazar-williams.info/,1980,0.167,0.258,0.913,0.103,0.239,0.904,27,50,True,True,True,True,True,False,False
2425,Hancock LLC Grill,French,"655 Smith Station Apt. 490, Tucson, AL 55774",Tucson,$,3.0,925,26,True,Seafood,"Night lay black difference. Draw action large address.
Want conference he. Condition within professional religious.
Box onto month create. Skin seem hear fight space.
Debate modern floor new. Long stand travel idea. Might process real author education this sound.",+1-827-661-5350x41245,http://weber-richards.com/,1972,0.593,0.631,0.26,0.966,0.98,0.301,6,107,True,True,False,True,True,False,False
2426,Lyons LLC Restaurant,German,"79488 Robert Ville, New York, NJ 05021",New York,$$$$,4.9,707,63,True,Casual Dining,"Phone less small whole every base push own. Rule professional single respond save. Color job read itself. Mind part board treat rich no rate popular.
Serious realize meeting table prevent. Case ball election just growth admit special. White college whether detail. Adult record peace decide.",702.961.1829x2691,http://thompson.com/,1982,0.556,0.526,0.986,0.599,0.33,0.076,43,140,True,True,False,True,True,False,True
2427,Pena-Church Cafe,French,"2818 Pham Garden, Chicago, GU 43437",Chicago,$$$,4.7,568,72,True,Fine Dining,"Gas shoulder require local mission. Take house meet participant may. Couple property mother cut.
Should direction design computer everybody inside. Employee often impact both form American.
Response us seem scientist. Measure this civil stay. Evening owner along weight walk benefit.",001-849-837-6576x160,http://maxwell.com/,2023,0.044,0.556,0.839,0.005,0.169,0.741,44,106,True,True,True,False,True,False,True
2428,Johnson Group Grill,Moroccan,"649 Hill Stream Suite 864, Portland, OR 43865",Portland,$$,4.2,195,35,True,Fine Dining,"Instead central hold sister. Test perhaps week instead.
Technology body education important heavy career. Source recently laugh gas population. Another them Mr bed. Despite risk later every wide.
Traditional production child party. Affect what billion dog.
World me themselves reduce member wait.",509.369.8000,http://crawford-morris.net/,1990,0.038,0.056,0.018,0.014,0.663,0.143,8,155,False,True,True,False,True,False,True
2429,"Jones, Casey and Simpson House",Korean,"221 Hamilton Divide, Sacramento, VA 76872",Sacramento,$,3.9,970,84,True,Vegan,"Pm walk fall generation field ground close. Arrive college realize medical field a.
Free south exist music leader dinner. Product only garden position. Ask together budget support area become. Safe PM would together tree financial form.",963.755.8319x15260,http://ramos.com/,2004,0.127,0.374,0.322,0.055,0.997,0.213,34,165,True,True,True,False,True,False,True
2430,Lynch-Pham Bistro,Turkish,"2934 William Fall, Philadelphia, VI 64711",Philadelphia,$$,3.4,978,88,True,Fine Dining,"Hundred form center trip mention size build. Face name government eye travel within. Visit power performance of through.
Ok only laugh red. Avoid believe go.
Ahead group while wait.
Kind need several mother. Return point tell with billion sense yeah. Miss become two civil color short.",643.986.0930,http://www.rice.com/,1960,0.728,0.593,0.279,0.173,0.437,0.489,44,43,True,True,True,True,True,False,True
2431,Thompson-Quinn House,Turkish,"2824 Eric Prairie Apt. 999, Fresno, VI 23598",Fresno,$,4.2,1612,40,True,Steakhouse,"Person other source training kid break eye. Voice want next build size.
Discuss build near author mention same. Reality individual be forward difference. Treat enjoy her say up shoulder environment.",507-983-6884x989,https://turner-terry.com/,1995,0.104,0.471,0.423,0.183,0.791,0.265,19,22,True,True,False,True,True,False,False
2432,Williams LLC Bistro,Mexican,"14383 Perez Route, Los Angeles, KY 67167",Los Angeles,$$$,4.7,964,30,False,Food Truck,"President return sound now join. Scientist walk customer expect would teacher.
Player increase also we scientist far. Sea song final laugh. Conference half activity range age fine black.
Sort training data letter you. Gas almost system side technology.",+1-203-302-8662x64818,http://www.perez.com/,1975,0.388,0.394,0.313,0.415,0.717,0.032,34,64,False,True,True,False,False,True,False
2433,Johnson-Townsend Restaurant,Greek,"1756 Ann Course, New York, PR 31667",New York,$$$$,4.5,325,82,True,Bistro,"Risk especially article make. Cup as nation finish across food. Inside far drive home right level.
Forward lay factor director time understand. Enough little hour yet allow media. Room buy bank seem bed. Manage moment quality involve.",+1-485-584-7516,https://www.ingram.info/,1961,0.633,0.418,0.833,0.062,0.823,0.127,17,109,True,True,True,False,True,False,True
2434,Smith LLC Bistro,Chinese,"550 Mcclain Springs Apt. 769, Albuquerque, FM 60076",Albuquerque,$$$,4.6,1459,43,True,Cafe,"Smile reveal seat. Baby executive newspaper team material Mr article. Name company family help.
Music control public create success notice food person. Save under million off threat.",(425)477-5864x3436,https://carlson.com/,2016,0.845,0.833,0.409,0.839,0.643,0.87,8,170,False,True,True,True,True,False,False
2435,Burns-Pope House,Mediterranean,"10446 Fox Knolls Suite 139, Austin, IN 97423",Austin,$,3.7,1478,25,True,Farm-to-Table,"Letter similar watch world car laugh book. Pay yet before wrong. Keep baby brother sit pull character.
Month why base wall. Congress family may stage defense.
Goal American have improve management loss join. Why true choose scene street.",(534)523-2596x581,http://www.buck.net/,1970,0.747,0.779,0.089,0.637,0.784,0.148,25,34,True,True,True,False,True,False,False
2436,Li-Miller Kitchen,Filipino,"858 Robinson Gardens Apt. 806, Sacramento, GA 58682",Sacramento,$$$$,2.7,733,26,False,Seafood,"Myself kitchen attack country but.
Along sell environmental necessary though.
Issue find plan cause step doctor. Always do throw likely run.
Realize us fill free key. Born source story travel. Bag concern head soldier discuss region around occur.
Group now live low body read sense.",(371)415-6167x832,https://clark.com/,2004,0.398,0.497,0.638,0.378,0.291,0.293,37,33,False,True,False,False,True,False,True
2437,"Thomas, Myers and Cain Grill",Vietnamese,"337 Robert Village Suite 630, Chicago, IN 22011",Chicago,$$$$,3.5,1034,65,False,Buffet,"Analysis social under grow. Thank involve member force style.
Stuff investment fast head here room. Current born act which he break hair particular. Small else thank everybody team born. Both yet air determine lawyer compare.",8194642756,https://www.marks.org/,1970,0.203,0.154,0.55,0.298,0.327,0.363,13,82,True,True,False,False,False,False,False
2438,"Lambert, Perry and Moyer Restaurant",Russian,"396 Larson Ville, Louisville, MN 45562",Louisville,$$$$,3.9,1204,69,True,Organic,"Family little east south central. Make social short game blood yeah learn.
Guy benefit century south. Treat bill site boy listen region bring.
Identify available sound ahead. Fire treat front walk large chance appear. Reduce in dog off ability seem seem. Join writer rule military field of.",210.779.7475x1547,http://davis.com/,1952,0.022,0.032,0.42,0.189,0.845,0.628,44,83,True,True,True,True,True,False,False
2439,"Johnson, Johnson and Nielsen House",Mediterranean,"40305 Orr Trail, Washington, MT 81532",Washington,$$$,4.0,370,23,True,Buffet,"Establish hear focus whom out. Create family show huge director bill heart. Direction democratic simply build bank you.
Suggest man may. Office choose specific onto use.
Attention key land. Age professional home whole believe wrong. Class summer movie hard make other blood.",001-953-834-3513x800,https://bailey.net/,1978,0.152,0.394,0.908,0.76,0.144,0.762,42,102,True,False,True,True,True,False,True
2440,Curry-Wilkerson Kitchen,Vietnamese,"65528 Phillip Heights, Fort Worth, NC 49524",Fort Worth,$,4.9,692,68,True,Wine Bar,"Business among huge assume old. Official great development us low happen reduce.
Two service build type buy. You PM keep born democratic. Seem between main whatever how church add.
Hope condition face which look. Provide case different goal moment. Thousand walk visit charge.",283-670-1881,https://www.miller.net/,1997,0.69,0.949,0.3,0.475,0.961,0.272,29,192,True,True,False,False,True,True,False
2441,Townsend and Sons House,Russian,"53472 Timothy Greens Suite 727, Philadelphia, OR 49524",Philadelphia,$$$$,3.4,183,81,True,Wine Bar,"Maybe nearly two service dream. Organization focus first value garden fast yourself. Less project team space author.
Staff thousand officer defense. Develop instead white.
Commercial one condition rather. Between wall receive see dream.",338.508.6669x928,http://moore-thompson.net/,1995,0.991,0.069,0.549,0.538,0.971,0.032,25,185,False,True,False,True,True,False,True
2442,Lewis and Sons Kitchen,Turkish,"0489 Maria Burgs Apt. 743, Fresno, UT 32515",Fresno,$,2.9,273,79,True,Fast Casual,"Nor who onto morning though accept. Artist reality month despite.
Fast wind people discover worker administration. Defense team young effort detail hope. Each we coach experience lot example there total.
Stage across remain event operation size. Site newspaper should person.",001-782-431-0291x71802,https://harris.info/,1990,0.877,0.271,0.005,0.693,0.083,0.216,31,167,False,True,True,False,True,False,False
2443,Lopez-Miller Grill,Brazilian,"1259 Barron Burgs Apt. 914, El Paso, GA 15730",El Paso,$,3.1,98,65,True,Sports Bar,"Morning page our later. Arrive business our central. Could offer institution current physical. Hot like but compare mention beautiful air.
Smile forward fight fine. Huge foot worker only word certainly.",(453)432-7941x63640,http://www.schwartz.com/,1972,0.816,0.751,0.723,0.162,0.428,0.056,25,129,True,True,True,True,True,False,True
2444,Crawford-Horne Cafe,Lebanese,"5889 Steven Stream, Chicago, NC 87386",Chicago,$,2.7,553,81,True,Fine Dining,"Fish hair national. Eight beautiful serious mother alone better dark. Administration rather two cup.
West talk along two already. Deal hospital research.
Shoulder force quickly budget. Eye middle method on well art.
Blue still serve. Think contain peace cell day outside whom.",933-499-7694x3693,http://www.hernandez-fitzgerald.com/,1963,0.631,0.468,0.729,0.596,0.297,0.192,15,66,True,True,True,True,True,False,True
2445,"Jones, Davis and Walker Kitchen",Vietnamese,"42078 Shawn Estate, Houston, NC 76181",Houston,$,4.5,475,87,False,Vegetarian,"Institution meeting traditional environmental sense dog view. Level worker central statement bring.
Over civil forget finish. Something continue bill allow eye start. Very executive note knowledge character front.",730-742-0756x784,https://www.sanchez.biz/,1996,0.591,0.175,0.407,0.14,0.062,0.698,11,195,True,True,False,False,True,False,False
2446,"Duran, Rodriguez and Ruiz Restaurant",Korean,"991 Kelly Knoll Suite 515, Philadelphia, RI 32191",Philadelphia,$$$,3.3,1341,69,True,Family Restaurant,"Officer assume prepare kitchen mention time blue. Appear reason since record kind. Treat century recent.
Magazine station back suggest personal explain light. Choose rich yes reduce notice trial deep describe. Cause police contain goal walk.",4633343300,http://ruiz.com/,1960,0.457,0.186,0.568,0.771,0.748,0.604,21,30,True,True,True,False,True,False,True
2447,"Gallegos, Perez and Carpenter Bistro",Vietnamese,"174 Hartman Road, San Diego, OH 91451",San Diego,$$,3.4,1017,41,True,Bistro,"Serve daughter partner management. Like accept turn. Personal although produce buy.
Medical institution us hospital compare bit economic. Walk decade help throw.
Time within already line live seek. No despite garden he. Buy middle deep should many.",(612)806-5801x573,http://www.payne.com/,2013,0.117,0.944,0.925,0.267,0.616,0.48,18,25,True,True,True,False,True,False,False
2448,"Mckee, Garcia and Smith Restaurant",Mediterranean,"1377 Shepherd Flat Apt. 127, Dallas, AR 48171",Dallas,$$,3.8,141,77,True,Farm-to-Table,"Car consumer recent anything town and. Street company expect have house student senior. She nature position road box care may.
Yourself tonight phone treat eat. Small management show down.",(553)448-3036,http://clark.com/,2002,0.294,0.502,0.218,0.428,0.929,0.214,38,85,True,True,True,False,True,False,False
2449,"Burke, Tucker and Edwards Bistro",Mexican,"5273 Thomas Stravenue, Chicago, LA 55679",Chicago,$$$$,4.0,650,21,True,Vegan,"Country us program main why natural example financial. Executive next trouble course effect.
Write finish particular upon. Along lawyer history choice.
Into next prevent upon what appear might. Event beyond recently possible. Very government girl standard to short.",+1-803-236-5952x73375,http://www.sanchez-johnson.org/,1953,0.746,0.865,0.704,0.37,0.962,0.823,24,44,False,True,True,False,True,True,False
2450,"Mccoy, Brown and Garcia Bistro",British,"687 Johnson Plaza, Fresno, NV 33683",Fresno,$$$$,2.8,1205,15,False,Family Restaurant,"Pull early small reason early. Magazine big whatever last event seven.
Raise character money thus. Friend trip management talk attorney knowledge wait back. Across cover instead trade task they.",+1-202-394-0408x395,http://www.vance.biz/,2016,0.52,0.102,0.765,0.231,0.333,0.603,38,161,True,True,False,False,True,False,False
2451,"Greer, Rodriguez and Gomez House",Ethiopian,"734 Emily Fall Suite 409, San Antonio, RI 24259",San Antonio,$,2.5,995,86,True,Vegetarian,"Team include so challenge thank upon away. Interesting player shoulder add.
Star foot grow ok lead. Collection bill series. Give raise particular piece industry.
Industry occur light dream. Include system spend result of office establish.",(453)239-7065x3106,http://www.stanley.net/,2019,0.869,0.955,0.411,0.755,0.456,0.915,19,169,True,False,False,False,True,False,False
2452,Luna-Walker Bistro,Persian,"6889 Tonya Camp Suite 984, Memphis, MT 78764",Memphis,$$,3.2,1346,57,True,Wine Bar,"Research exactly age easy may bill act class. Us develop early rock either manager up.
Note recently idea color maintain sell low. Perhaps hit right paper senior reveal small should. Impact fill half where expect film.",347.436.3681,https://martin.biz/,1995,0.344,0.122,0.169,0.358,0.965,0.056,20,110,True,True,True,False,True,False,False
2453,"Ingram, Khan and Palmer Kitchen",Filipino,"792 Shaw Rapids Apt. 647, San Antonio, DE 65977",San Antonio,$$,3.3,1678,39,True,Sports Bar,"Address turn brother actually culture Mr so father. Produce hope fund carry general. Major later just from situation.
Return she still whether imagine discuss. Respond throughout wrong so hit. Big actually seven least charge miss.",001-705-848-4101,http://chang.com/,1976,0.401,0.939,0.95,0.157,0.899,0.515,23,167,True,True,False,False,True,False,False
2454,Hughes LLC Bistro,Persian,"9633 Jason Neck Apt. 514, Phoenix, CA 04570",Phoenix,$$$$,4.4,1318,82,True,Food Truck,"Level picture baby arm. Federal factor weight capital. Small public ask.
Away event before history write experience officer. Air street true perform power. Record life whom how owner just small.",293-293-5177x6518,https://morrow-mendoza.com/,1968,0.01,0.336,0.269,0.963,0.009,0.358,6,85,True,False,True,False,False,False,True
2455,"Sutton, Beck and Sellers House",Greek,"201 Rodriguez Manor Suite 594, Milwaukee, PR 68960",Milwaukee,$$$$,4.5,360,51,True,Casual Dining,"Strategy page tonight small product off fine value. Method worker discussion.
Within machine feeling radio. College tell guy call down.
Soldier morning appear increase practice page might. Important song indeed final thing common including. Interview participant direction technology.",561-483-0322,http://james-williams.com/,1976,0.43,0.229,0.877,0.223,0.94,0.109,21,162,True,True,True,True,True,False,True
2456,Diaz and Sons Bistro,Thai,"1005 Rebecca Islands, Milwaukee, RI 33404",Milwaukee,$$$,4.3,1459,62,False,Sports Bar,"Matter begin interview issue land question who.
Play defense second performance. Ten foot cost full brother try. Save enter eat usually.
Head natural although agreement kind begin. Something good could read read. Produce treat scientist thing.
Subject affect reflect discussion.",001-215-890-7131,https://phillips-daniels.com/,1965,0.775,0.206,0.583,0.632,0.993,0.442,5,45,True,False,False,False,True,False,False
2457,Smith PLC Bistro,Chinese,"13349 Renee Tunnel, Portland, KS 67702",Portland,$$$$,2.6,1017,64,True,Casual Dining,"Couple western system executive bad sea. Brother ball main size trial future. Serve water evening so address. Owner lay adult risk grow.
Heart magazine center author time again together surface.",(320)866-9860,http://www.jones.com/,2010,0.133,0.624,0.534,0.052,0.207,0.068,27,39,False,False,True,False,True,False,False
